price,brand,model,version,year,km,doors,fuel
20.990,Fiat,Palio,ELX 1.4 mpi FireFlex 8V 4p,2009,118000 km,4,Gasolina e Álcool (flex)
11.900,Fiat,Palio,Fire 1.0 Flex,2007,164000 km,2,Gasolina e Álcool (flex),Monobloco
20.900,Fiat,Palio,Fire Economy,2011,68000 km,4,Gasolina e Álcool (flex)
9.900,Fiat,Palio,2000,151971 km,4,Gasolina
12.500,Fiat,Palio,ELX 1.3 mpi  Fire 16v 4p,2002,115000 km,5,Gasolina
45.900,Fiat,Palio,Sporting Blue Edition,2016,13000 km,4,Gasolina e Álcool (flex)
39.900,Fiat,Palio,1.6 MPI SPORTING 16V,2014,51000 km,4,Gasolina e Álcool (flex)
22.900,Fiat,Palio,2013,53000 km,4,Gasolina e Álcool (flex)
21.000,Fiat,Palio,1.8 R,2007,137200 km,4,Gasolina e Álcool (flex)
12.000,Fiat,Palio,1.0 Economy FireFlex 8V 4p,2010,1 km,4,Gasolina e Álcool (flex)
10.000,Fiat,Palio,2010,108000 km,2,Gasolina e Álcool (flex)
19.800,Fiat,Palio,2010,91236 km,4,Gasolina e Álcool (flex)
17.500,Fiat,Palio,PALIO ECONOMY 1.0,2010,97000 km,4,Gasolina e Álcool (flex)
8.000,Fiat,Palio,EX,2000,181000 km,2,Gasolina
10.900,Fiat,Palio,2005,293472 km,4,Gasolina e Álcool (flex)
18.990,Fiat,Palio,2010,113000 km,4,Gasolina e Álcool (flex)
6.990,Fiat,Palio,1997,165000 km,4,Gasolina
5.200,Fiat,Palio,EDX 1.0 mpi 4p,1998,1 km,4,Gasolina
10.900,Fiat,Palio,EX 1.0 mpi Fire 8v 4p,2004,140338 km,4,Gasolina
16.000,Fiat,Palio,economy,2010,58000 km,4,Gasolina e Álcool (flex)
30.980,Fiat,Palio,Attractive 1.4 Fire Flex 8V 5p,2014,69000 km,4,Gasolina e Álcool (flex)
12.500,Fiat,Palio,Elx 1.3 4 Pts,2002,142500 km,4,Gasolina
12.900,Fiat,Palio,2005,0 km,5,Gasolina
18.900,Fiat,Palio,fiat palio elx 1.4 menos ar,2010,80366 km,4,Gasolina e Álcool (flex)
11.990,Fiat,Palio,FIRE,2004,0 km,2,Gasolina
16.000,Fiat,Palio,2005,100000 km,4,Gasolina e Álcool (flex),Sedan
20.990,Fiat,Palio,ELX,2010,69874 km,4,Gasolina e Álcool (flex)
19.200,Fiat,Palio,1.0 Economy FireFlex 8V 4p,2011,79000 km,4,Gasolina e Álcool (flex)
32.490,Fiat,Palio,2014,30000 km,4,Gasolina e Álcool (flex)
35.877,Fiat,Palio,2015,21000 km,4,Gasolina e Álcool (flex)
34.900,Fiat,Palio,Fiat Palio Sporting 1.6 16V,2014,57035 km,4,Gasolina e Álcool (flex)
2.900,Fiat,Palio,1997,150 km,4,Gasolina
18.990,Fiat,Palio,ELX,2008,0 km,4,Gasolina e Álcool (flex)
28.900,Fiat,Palio,Fiat Palio Attractive 1.0 Fire Flex Completo,2015,59000 km,4,Gasolina e Álcool (flex)
8.800,Fiat,Palio,EX 1.0 mpi 2p,1998,1 km,2,Gasolina
13.800,Fiat,Palio, 1.0/ TROFEO 1.0 FIRE/ FIRE FLEX 4P,2004,141500 km,4,Gasolina
12.499,Fiat,Palio,ELX 1.3 mpi  Fire 16v 4p,2002,115000 km,5,Gasolina
9.500,Fiat,Palio,EX 1.0 mpi 4p Alcohol,2000,153000 km,4,Gasolina
23.500,Fiat,Palio,ELX ATTRACTIVE,2010,87000 km,4,Gasolina e Álcool (flex),Sedan
24.900,Fiat,Palio,PALIO ELX 1.4 8v  4P,2010,93000 km,4,Gasolina e Álcool (flex)
18.900,Fiat,Palio,ELX 1.0 MPI FIRE/ FIRE FLEX 8V 4P,2008,98000 km,4,Gasolina e Álcool (flex)
15.999,Fiat,Palio,completo,2008,88000 km,5,Gasolina e Álcool (flex)
18.900,Fiat,Palio,ELX 1.0 mpi Fire/ FireFlex 8V 4p,2008,1 km,4,Gasolina e Álcool (flex)
31.980,Fiat,Palio,Attractive 1.4 Fire Flex 8V 5p,2014,49000 km,4,Gasolina e Álcool (flex)
15.990,Fiat,Palio,ELX 1.0 MPI 8V,2010,158000 km,4,Gasolina
18.000,Fiat,Palio,1.0 Economy FireFlex 8V 4p,2011,107000 km,4,Gasolina e Álcool (flex)
9.999,Fiat,Palio, Palio 1.0 fire 2004,2004,99000 km,2,Gasolina
13.600,Fiat,Palio,1.0 Economy FireFlex 8V 4p,2006,89562 km,4,Gasolina e Álcool (flex)
9.999,Fiat,Palio,1.0/ Trofeo 1.0 Fire/ Fire Flex 2p,2004,92750 km,2,Gasolina
30.980,Fiat,Palio,Attractive 1.4 Fire Flex 8V 5p,2014,69000 km,4,Gasolina e Álcool (flex)
15.800,Fiat,Palio,2010,110000 km,4,Gasolina e Elétrico (híbrido)
9.900,Fiat,Palio,EX 1.0 mpi Fire/ Fire Flex 8v 2p,2003,108000 km,2,Gasolina
10.200,Fiat,Palio,1.0 MPI EX 8V GASOLINA 2P MANUAL,2001,160000 km,2,Gasolina
16.900,Fiat,Palio,1.4 MPI ELX 8V FLEX 4P MANUAL,2007,83476 km,4,Gasolina e Álcool (flex)
26.980,Fiat,Palio,1.0 MPI FIRE ECONOMY 8V FLEX 4P MANUAL,2015,45000 km,4,Gasolina e Álcool (flex)
32.000,Fiat,Palio,Palio SPORTING 1.6 Flex 16V 5p,2015,20000 km,4,Gasolina e Álcool (flex)
16.890,Fiat,Palio,HLX 1.8 4Pts,2004,104000 km,4,Gasolina
21.900,Fiat,Palio,FIRE,2015,42000 km,2,Gasolina e Álcool (flex)
10.000,Fiat,Palio,Essence 1.6 Flex 16V 5p,2015,10000 km,4,Gasolina e Álcool (flex)
12.500,Fiat,Palio,PALIO FIRE 1.0,2007,260000 km,4,Gasolina e Álcool (flex)
15.980,Fiat,Palio,1.0 Economy FireFlex 8V 2p,2008,110500 km,2,Gasolina e Álcool (flex)
10.990,Fiat,Palio,2001,186000 km,4,Gasolina
14.900,Fiat,Palio, 1.0 ECONOMY FIRE FLEX 8V 4P,2010,115000 km,4,Gasolina e Álcool (flex)
7.999,Fiat,Palio,8V,1997,166000 km,2,Gasolina
11.900,Fiat,Palio,1.0/ Trofeo 1.0 Fire/ Fire Flex 4p,2005,0 km,4,Gasolina
30.900,Fiat,Palio,SPORTING,2013,59000 km,5,Gasolina e Álcool (flex)
10.990,Fiat,Palio,2008,105000 km,2,Gasolina e Álcool (flex)
31.990,Fiat,Palio,1.4 Attractive 8v Flex 4p Manual,2015,100 km,4,Gasolina e Álcool (flex)
9.500,Fiat,Palio,1.0 8V FIRE,2004,96000 km,2,Gasolina
6.490,Fiat,Palio,EX 1.0 mpi Fire/ Fire Flex 8v 2p,2001,1111 km,2,Gasolina
11.900,Fiat,Palio,EX 1.0 MPI 8V Fire,2001,0 km,2,Gasolina
8.500,Fiat,Palio,EDX 1.0 MPI 8V,1997,0 km,4,Gasolina
21.500,Fiat,Palio,FIAT PALIO 1.0 MPI ELX 8V FLEX 4P MANUAL,2010,67000 km,4,Gasolina e álcool
36.900,Fiat,Palio,Attractive 1.4 8V Flex,2014,999999 km,4,Gasolina e álcool
51.890,Fiat,Palio,FIAT PALIO 1.6 MPI SPORTING 16V FLEX 4P MANUAL,2016,13893 km,4,Gasolina e álcool
28.900,Fiat,Palio,Attractive 1.0 8V Flex,2013,18000 km,4,Gasolina e Álcool (flex)
26.990,Fiat,Palio,2013,32000 km,4,Gasolina e Álcool (flex)
27.900,Fiat,Palio,Economy 1.0 8V Fire Flex,2016,49000 km,4,Gasolina e álcool
17.990,Fiat,Palio,FIRE CELEBRATION,2008,80000 km,4,Gasolina e álcool,Sedan
26.900,Fiat,Palio,Attractive,2012,72149 km,4,Gasolina e álcool
26.900,Fiat,Palio,2014,60000 km,5,Gasolina e Álcool (flex)
25.900,Fiat,Palio,Attractive,2014,56914 km,4,Gasolina e álcool
18.800,Fiat,Palio,FIAT PALIO 1.0 MPI FIRE ECONOMY 8V FLEX 4P MANUAL,2012,79000 km,4,Gasolina e Álcool (flex)
32.900,Fiat,Palio,Attractive,2014,52062 km,4,Gasolina e álcool
30.500,Fiat,Palio,ATTRACT 1.4,2013,62751 km,4,Gasolina e Álcool (flex)
16.900,Fiat,Palio,2005,100 km,4,Gasolina e Álcool (flex)
26.900,Fiat,Palio,2015,60000 km,4,Gasolina e álcool
31.990,Fiat,Palio,1.0 Mpi Attractive 8v,2015,58000 km,4,Gasolina e Álcool (flex)
12.900,Fiat,Palio, 1.0 MPI FIRE ELX 8V FLEX 4P MANUAL,2004,154000 km,4,Gasolina
33.900,Fiat,Palio,1.6 Mpi Essence 16v,2013,33339 km,4,Gasolina e álcool
18.900,Fiat,Palio,2009,86167 km,4,Gasolina e álcool
7.900,Fiat,Palio,1999,177000 km,2,Gasolina
22.900,Fiat,Palio,1.0 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2013,0 km,4,Gasolina e álcool
20.990,Fiat,Palio,Attractive 1.0 8V Flex,2014,0 km,4,Gasolina e álcool
33.990,Fiat,Palio,2014,41203 km,4,Gasolina e álcool
41.979,Fiat,Palio,2017,0 km,4,Gasolina e álcool
41.990,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
41.990,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
41.990,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
32.900,Fiat,Palio,2010,119000 km,4,Gasolina e álcool
41.979,Fiat,Palio,2017,0 km,4,Gasolina e álcool
41.990,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
41.990,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
41.990,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
41.990,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
41.990,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
41.990,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
29.990,Fiat,Palio,2013,37950 km,5,Gasolina e álcool
20.900,Fiat,Palio,1.0 Fire Economy,2014,1 km,4,Gasolina e álcool
17.990,Fiat,Palio,2007,100 km,4,Gasolina e Álcool (flex)
17.900,Fiat,Palio,2010,0 km,4,Gasolina e álcool,Monobloco
34.900,Fiat,Palio,2015,40974 km,5,Gasolina e Álcool (flex)
39.999,Fiat,Palio,2014,55800 km,4,Gasolina e Álcool (flex)
53.990,Fiat,Palio,2016,22496 km,4,Gasolina e álcool
43.990,Fiat,Palio,2016,13733 km,4,Gasolina e álcool
17.500,Fiat,Palio,FIRE FLEX,2008,118164 km,4,Gasolina e álcool
33.990,Fiat,Palio,2016,9471 km,4,Gasolina e álcool
41.989,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
41.989,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
33.900,Fiat,Palio,Attractive 1.4,2014,29000 km,4,Gasolina e álcool
28.900,Fiat,Palio,2013,65000 km,4,Gasolina e álcool
41.989,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
33.900,Fiat,Palio,2013,41352 km,4,Gasolinae GNV
7.900,Fiat,Palio,2003,1 km,2,Gasolina
29.900,Fiat,Palio,2009,64000 km,4,Gasolina e álcool
31.000,Fiat,Palio,1.6 MPI SPORTING 16V FLEX 4P AUTOMÁTICO,2013,64697 km,4,Gasolina e Álcool (flex)
23.000,Fiat,Palio,2015,59000 km,4,Gasolina e álcool
13.900,Fiat,Palio,PALIO FIRE,2004,85897 km,2,Gasolina,Hatchback
41.989,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
41.979,Fiat,Palio,2017,0 km,4,Gasolina e álcool
31.500,Fiat,Palio,2012,77000 km,4,Gasolina e álcool
41.979,Fiat,Palio,2017,0 km,4,Gasolina e álcool
41.979,Fiat,Palio,2017,0 km,4,Gasolina e álcool
33.000,Fiat,Palio,2014,41145 km,4,Gasolina e álcool
41.979,Fiat,Palio,2017,0 km,4,Gasolina e álcool
41.989,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
41.979,Fiat,Palio,2017,0 km,4,Gasolina e álcool
41.979,Fiat,Palio,2017,0 km,4,Gasolina e álcool
11.500,Fiat,Palio,2000,99999999 km,4,Gasolina
41.979,Fiat,Palio,2017,0 km,4,Gasolina e álcool
10.900,Fiat,Palio,2004,136668 km,2,Gasolina
19.890,Fiat,Palio,1.0 ECONOMY 4P,2011,128785 km,4,Gasolina e Álcool (flex)
43.900,Fiat,Palio,1.8 Mpi Adventure Weekend 16v,2013,49000 km,4,Gasolina e Álcool (flex)
28.990,Fiat,Palio,1.0 Attractive Flex Manual 4p,2013,76000 km,4,Gasolina e álcool
12.990,Fiat,Palio,2003,999999 km,2,Gasolina
19.900,Fiat,Palio,1.0 Fire,2001,28499 km,4,Gasolina
30.990,Fiat,Palio,1.4 Mpi Attractive 8v,2014,65000 km,4,Gasolina e álcool
16.900,Fiat,Palio,1.0 MPI 8V Fire Flex,2007,1 km,4,Gasolina e Álcool (flex)
16.500,Fiat,Palio,PALIO 1.0 ECONOMY FIRE FLEX 8V 2P  ,2012,73000 km,2,Gasolina e álcool
37.990,Fiat,Palio,2014,71597 km,4,Gasolina e Álcool (flex)
27.500,Fiat,Palio,1.0 Mpi Attractive 8V Flex 4P Manual,2013,76561 km,4,Gasolina e álcool
12.500,Fiat,Palio,PALIO 1.6 16V,2002,1 km,4,Gasolina
27.900,Fiat,Palio,Weekend Treeking 1.4,2010,130000 km,4,Gasolina e Álcool (flex)
24.900,Fiat,Palio,2014,32332 km,4,Gasolina e Álcool (flex)
36.800,Fiat,Palio,2016,30000 km,4,Gasolina e Álcool (flex)
29.900,Fiat,Palio,2012,42000 km,5,Gasolina e álcool
24.900,Fiat,Palio,2012,68000 km,4,Gasolina e Álcool (flex)
32.000,Fiat,Palio,2014,46000 km,4,Gasolina e Álcool (flex)
23.000,Fiat,Palio,2013,73000 km,4,Gasolina e álcool
29.900,Fiat,Palio,2015,75323 km,4,Gasolina e álcool
34.990,Fiat,Palio,2016,18000 km,4,Gasolina e Álcool (flex)
20.900,Fiat,Palio,1.0 FIRE,2010,111111 km,4,Gasolina e álcool,Hatchback
14.900,Fiat,Palio,EX 1.0 FLEX,2006,0 km,2,Gasolina e Álcool (flex)
32.890,Fiat,Palio,2014,58074 km,4,Gasolina e álcool
32.900,Fiat,Palio,2015,25997 km,4,Gasolina e Álcool (flex)
31.990,Fiat,Palio,2013,22514 km,4,Gasolina e álcool
34.990,Fiat,Palio,2016,18000 km,4,Gasolina e álcool
7.900,Fiat,Palio,1.0 8V,2002,292000 km,2,Gasolina
40.900,Fiat,Palio,2014,58000 km,4,Gasolina e álcool
43.900,Fiat,Palio,2016,1 km,4,Gasolina e álcool
13.900,Fiat,Palio,1.0 8V,2007,121000 km,2,Gasolina e álcool
17.500,Fiat,Palio,2006,150000 km,4,Gasolina e álcool
24.900,Fiat,Palio,2013,40000 km,4,Gasolina e álcool
11.500,Fiat,Palio,FIRE 1.0,2005,0 km,2,Gasolina
28.990,Fiat,Palio,2013,45000 km,4,Gasolina e álcool
19.800,Fiat,Palio,FIRE ECONOMY,2010,0 km,4,Gasolina e Álcool (flex)
31.900,Fiat,Palio,2016,31000 km,5,Gasolina e álcool
13.500,Fiat,Palio,2003,103000 km,4,Gasolina
33.990,Fiat,Palio,PALIO ESSENCE 1.6 16V (FLEX),2014,40000 km,4,Gasolina e Álcool (flex)
36.900,Fiat,Palio,2014,91057 km,4,Gasolina e álcool
22.900,Fiat,Palio,ELX 1.0,2010,75140 km,4,Gasolina e Álcool (flex)
14.300,Fiat,Palio,1.0 8V,2014,36500 km,5,Gasolina e Álcool (flex)
12.900,Fiat,Palio,2006,145000 km,2,Gasolina e álcool
17.490,Fiat,Palio,2010,68809 km,4,Gasolina e álcool
10.900,Fiat,Palio,fire,2001,180 km,2,Gasolina
36.900,Fiat,Palio,SPORTING 1.6,2013,104000 km,4,Gasolina e álcool
15.500,Fiat,Palio, Fire 1.0 8V (Flex) 4P 2008,2008,96000 km,4,Gasolina e álcool,Hatchback
27.990,Fiat,Palio,2014,46595 km,5,Gasolina e álcool
19.800,Fiat,Palio,2013,56452 km,2,Gasolina e álcool
27.990,Fiat,Palio,2013,81533 km,4,Gasolina e Álcool (flex)
7.800,Fiat,Palio,1997,46728 km,4,Gasolina
14.800,Fiat,Palio,2002,120343 km,4,Gasolina
33.900,Fiat,Palio,2013,35000 km,4,Gasolina e álcool
25.890,Fiat,Palio,Attractive 1.0,2013,48000 km,4,Gasolina e Álcool (flex)
20.900,Fiat,Palio,1.0 celebration ,2010,75000 km,4,Gasolina e Álcool (flex),Minivan
21.990,Fiat,Palio,Celebration 1.0 8V Fire Flex,2013,77714 km,4,Gasolina e álcool
29.900,Fiat,Palio,2016,23000 km,04,Gasolina e Álcool (flex)
24.000,Fiat,Palio,2011,87000 km,4,Gasolina e Álcool (flex)
15.880,Fiat,Palio,1.0 MPI FIRE 8V,2008,138000 km,4,Gasolina e álcool
44.990,Fiat,Palio,Sporting Dualogic 1.6 16V Flex,2016,45568 km,4,Gasolina e álcool
39.900,Fiat,Palio,2012,57000 km,4,Gasolina e álcool
12.799,Fiat,Palio,2005,122700 km,4,Gasolina
26.990,Fiat,Palio,2009,130726 km,4,Gasolina e Álcool (flex)
30.990,Fiat,Palio,2013,86823 km,5,Gasolina e Álcool (flex)
32.900,Fiat,Palio,2016,40000 km,4,Gasolina e álcool
17.990,Fiat,Palio,2008,193010 km,4,Gasolina e Álcool (flex)
18.900,Fiat,Palio,2009,1 km,4,Gasolina e álcool
21.900,Fiat,Palio,2013,96026 km,4,Gasolina e álcool
12.890,Fiat,Palio,2004,75188 km,2,Gasolina
19.900,Fiat,Palio,ELX 1.4 mpi FireFlex 8V 4p,2008,93396 km,4,Gasolina e Álcool (flex)
13.900,Fiat,Palio, 1.0/ TROFEO 1.0 FIRE/ FIRE FLEX 2P,2007,92395 km,2,Gasolina e álcool
49.900,Fiat,Palio,1.6 SPORTING,2016,3600 km,4,Gasolina e álcool
32.900,Fiat,Palio,2015,26000 km,4,Gasolina e Álcool (flex)
22.500,Fiat,Palio,2012,1 km,4,Gasolina e álcool
13.999,Fiat,Palio,2005,161000 km,4,Gasolina
30.900,Fiat,Palio,2015,41280 km,4,Gasolina e álcool
18.900,Fiat,Palio,1.0 MPI FIRE ECONOMY 8V,2014,103091 km,2,Gasolina e álcool
35.900,Fiat,Palio,1.0 ATTRACTIVE,2016,14000 km,4,Gasolina e Álcool (flex)
31.900,Fiat,Palio,ESSENCE 1.6,2012,1 km,4,Gasolina e Álcool (flex)
14.990,Fiat,Palio,FIAT PALIO 1.0 MPI FIRE CELEBRATION 8V FLEX 2P  2008/2009,2009,96000 km,2,Gasolina e Álcool (flex)
12.500,Fiat,Palio,2008,999999 km,2,Gasolina e álcool
39.900,Fiat,Palio,SPORTING INTERLAGOS DUALOGIC,2014,73000 km,4,Gasolina e Álcool (flex)
39.900,Fiat,Palio,SPORTING INTERLAGOS DUALOGIC,2014,73000 km,4,Gasolina e Álcool (flex)
25.900,Fiat,Palio,1.0 Attractiv ,2013,93000 km,4,Gasolina e álcool,Hatchback
10.900,Fiat,Palio,2006,165966 km,2,Gasolina e álcool
15.990,Fiat,Palio,2007,140000 km,4,Gasolina e álcool
29.900,Fiat,Palio,PALIO FIRE 1.0 FLEX,2016,20000 km,5,Gasolina e Álcool (flex)
29.900,Fiat,Palio,2012,83000 km,4,Gasolina e álcool
15.000,Fiat,Palio,2004,132 km,4,Gasolina
29.900,Fiat,Palio,PALIO ATTRACTIVE 1.4 EVO FIRE FLEX 8V 5P,2013,24200 km,4,Gasolina e álcool
25.500,Fiat,Palio,2014,31597 km,4,Gasolina e álcool
19.900,Fiat,Palio,1.0 ECONOMY FIRE FLEX 8V 2P,2010,55000 km,4,Gasolina e Álcool (flex)
19.900,Fiat,Palio,2009,62000 km,4,Gasolina e álcool
22.000,Fiat,Palio,2008,172000 km,4,Gasolina e álcool
31.500,Fiat,Palio,1.0 EVO Fire Flex 8v 5p,2013,68000 km,4,Gasolina e álcool
8.000,Fiat,Palio,Young 1.0 mpi 8v 2p,2001,109000 km,2,Gasolina
15.000,Fiat,Palio,2008,107000 km,2,Gasolina e Álcool (flex)
16.900,Fiat,Palio,2009,127859 km,4,Gasolina e Álcool (flex)
18.500,Fiat,Palio,2009,79 km,4,Gasolina e álcool
10.500,Fiat,Palio,LX,1999,142000 km,4,Gasolina
29.990,Fiat,Palio,1.6 EVO Sporting,2013,72800 km,4,Gasolina e álcool
31.900,Fiat,Palio,2014,42379 km,4,Gasolina e álcool
15.990,Fiat,Palio,Fire Flex 1.0,2008,181000 km,4,Gasolina e álcool
13.900,Fiat,Palio,palio fire ,2007,90000 km,2,Gasolina e álcool,Hatchback
21.800,Fiat,Palio,2010,72000 km,4,Gasolina e Álcool (flex)
31.500,Fiat,Palio,1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2014,48000 km,4,Gasolina e álcool
31.900,Fiat,Palio,1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2013,55000 km,4,Gasolina e álcool
23.990,Fiat,Palio,1.0 MPI FIRE 8V FLEX 2P MANUAL,2015,36000 km,3,Gasolina e álcool
32.980,Fiat,Palio,1.6 MPI ESSENCE 16V FLEX 4P MANUAL,2013,24000 km,4,Gasolina e álcool
29.000,Fiat,Palio,2013,90000 km,4,Gasolina e álcool
23.500,Fiat,Palio,2014,34146 km,2,Gasolina e álcool
9.900,Fiat,Palio,2001,147000 km,4,Gasolina
20.900,Fiat,Palio,2012,55200 km,2,Gasolina e álcool
30.700,Fiat,Palio,2013,61000 km,4,Gasolina e álcool
25.900,Fiat,Palio,Palio Attractive 8v 4p 1.0 Flex,2012,71678 km,4,Gasolina e álcool
20.900,Fiat,Palio,2012,87188 km,4,Gasolina e álcool
11.900,Fiat,Palio,2002,116000 km,4,Gasolina
26.990,Fiat,Palio,1.0 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2014,48000 km,4,Gasolina e Álcool (flex)
36.900,Fiat,Palio,2015,26665 km,4,Gasolina e Álcool (flex)
29.900,Fiat,Palio,1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2012,53000 km,4,Gasolina e álcool
18.900,Fiat,Palio,2010,75000 km,4,Gasolina e álcool
31.990,Fiat,Palio,Attractive 1.4 8V Flex,2013,0 km,4,Gasolina e álcool
28.900,Fiat,Palio,Fire ,2015,7500 km,4,Gasolina e Álcool (flex)
42.000,Fiat,Palio,2015,92000 km,4,Gasolina e álcool
33.900,Fiat,Palio,2014,56000 km,4,Gasolina e álcool
32.890,Fiat,Palio,Palio Essence 1.6 2013,2013,44795 km,4,Gasolina e Álcool (flex)
21.000,Fiat,Palio,2010,999999 km,4,Gasolina e álcool
10.900,Fiat,Palio,2004,120000 km,2,Gasolina
25.100,Fiat,Palio,2012,70398 km,4,Gasolina e álcool
22.890,Fiat,Palio,1.0 MPI FIRE 8V,2015,50000 km,4,Gasolina e Álcool (flex)
14.900,Fiat,Palio,ADVENTURE 1.6 16V,2003,0 km,4,Gasolina,Perua
18.900,Fiat,Palio,FIAT PALIO 1.3 MPI FIRE ELX 8V FLEX 4P MANUAL,2005,102000 km,4,Gasolina
22.990,Fiat,Palio,1.0 Economy,2013,76250 km,04,Gasolina e Álcool (flex)
17.500,Fiat,Palio,2009,87 km,4,Gasolina e Álcool (flex)
11.990,Fiat,Palio,fire 1.0,2003,109987 km,2,Gasolina
18.800,Fiat,Palio,2010,9999999999 km,4,Gasolina e álcool
29.900,Fiat,Palio,2010,163015 km,4,Gasolina e Álcool (flex)
14.500,Fiat,Palio,2006,100 km,4,Gasolina e Álcool (flex)
31.900,Fiat,Palio,1.8 MPI ADVENTURE LOCKER WEEKEND 16V FLEX 4P AUTOMATIZADO,2012,0 km,4,Gasolina e Álcool (flex)
14.900,Fiat,Palio,1.0 Mpi Fire 8v 4p ,2004,121500 km,4,Gasolina,Coupé
28.000,Fiat,Palio,ATTRACTIVE  1.0,2013,47622 km,4,Gasolina e Álcool (flex),Monobloco
15.800,Fiat,Palio,Celebration,2012,71000 km,2,Gasolina e Álcool (flex)
16.000,Fiat,Palio,1.0 Economy FireFlex 8V 2p,2011,94000 km,2,Gasolina e álcool
16.990,Fiat,Palio,elx 1.3 8 valvulas,2005,90945 km,4,Gasolina e Álcool (flex)
19.900,Fiat,Palio,Fiat Palio ELX 1.4 Flex,2008,1 km,4,Gasolina e Álcool (flex)
8.900,Fiat,Palio,1.0 Mpi EDX 8v 4p ,1997,127900 km,4,Gasolina,Coupé
37.000,Fiat,Palio,ATTRACTIVE  1.0,2016,0 km,4,Gasolina e Álcool (flex),Monobloco
9.900,Fiat,Palio,ED 1.0 MPI 8V,1997,104600 km,2,Gasolina,Coupé
29.900,Fiat,Palio, attractiv 1.0,2013,50000 km,4,Gasolina e álcool
15.990,Fiat,Palio,1.0 MPI FIRE ECONOMY 8V FLEX 2P MANUAL,2010,0 km,2,Gasolina e álcool
4.900,Fiat,Palio,EDX 1.0,1997,258393 km,2,Gasolina
29.990,Fiat,Palio,1.6 EVO Sporting,2013,72800 km,4,Gasolina e álcool
23.500,Fiat,Palio,2010,75000 km,4,Gasolina e Álcool (flex)
28.900,Fiat,Palio,2013,109960 km,4,Gasolina e Álcool (flex)
23.887,Fiat,Palio,1.4 MPI ELX 8V,2010,87000 km,4,Gasolina e Álcool (flex)
36.900,Fiat,Palio,2014,30000 km,4,Gasolina e álcool
35.900,Fiat,Palio,2014,48000 km,4,Gasolina e álcool
20.900,Fiat,Palio,2015,36000 km,2,Gasolina e álcool
8.900,Fiat,Palio,young,2001,116000 km,4,Gasolina
15.900,Fiat,Palio,1.4 Mpi Elx 8v,2008,85600 km,4,Gasolina e Álcool (flex)
28.900,Fiat,Palio,2011,88767 km,4,Gasolina e álcool
18.900,Fiat,Palio,2010,64000 km,4,Gasolina e Álcool (flex)
19.500,Fiat,Palio,2006,92000 km,4,Gasolina e Álcool (flex)
32.500,Fiat,Palio,1.0 Mpi Fire 8v,2016,0 km,4,Gasolina e Álcool (flex)
30.990,Fiat,Palio,1.0 Mpi Fire 8v,2016,0 km,4,Gasolina e Álcool (flex)
15.500,Fiat,Palio,Celebration 1.0 Fire Flex 8V 4p,2008,150000 km,4,Gasolina e Álcool (flex)
17.890,Fiat,Palio,1.0 Mpi Elx 8v,2009,83087 km,4,Gasolina e Álcool (flex)
16.900,Fiat,Palio,2010,87647 km,4,Gasolina e álcool
20.900,Fiat,Palio,FIAT PALIO 1.0 MPI ELX 8V FLEX 4P MANUAL,2010,67000 km,4,Gasolina e Álcool (flex)
42.900,Fiat,Palio,Sporting Dualogic 1.6 16V Flex,2015,42003 km,4,Gasolina e Álcool (flex)
21.900,Fiat,Palio,2008,75000 km,4,Gasolina e Álcool (flex)
52.900,Fiat,Palio,Weekend Adventure Locker Dualogic 1.8 Flex 4p,2016,10972 km,4,Gasolina e Álcool (flex)
9.200,Fiat,Palio,EDX 1.0 mpi 2p,1998,158000 km,2,Gasolina
14.300,Fiat,Palio,Economy,2012,93000 km,2,Gasolina e Álcool (flex),Monobloco
64.990,Fiat,Palio,1.8 Mpi Adventure Weekend 16v,2016,0 km,4,Gasolina e Álcool (flex)
38.990,Fiat,Palio,ATTRACTIVE 1.0 8V,2016,22000 km,4,Gasolina e Álcool (flex)
64.990,Fiat,Palio,1.8 Mpi Adventure Weekend 16v,2016,0 km,4,Gasolina e Álcool (flex)
18.900,Fiat,Palio,Palio Fire Economy,2010,59038 km,4,Gasolina e Álcool (flex)
29.590,Fiat,Palio,1.8 Adventure,2011,138000 km,4,Gasolina e Álcool (flex)
